nationality,host,host_2,balls_faced_career_2,realexprbat_2,realexpwbat_2,run_factor,wkt_factor,all_away_runs_factor,all_away_wkts_factor,run_factor_2,wkt_factor_2,all_away_runs_factor_2,all_away_wkts_factor_2,run_factor_smooth,wkt_factor_smooth,run_factor_adj
Ireland,Bangladesh,West Indies,2126,9.509029139,0.294770772,0.985949578,1.067711248,0.991671567,1.036671441,0.984781177,1.073124537,0.991671567,1.036671441,1.010750516,0.963838048,0.988191382
Ireland,Bangladesh,India,2133,13.57863157,0.363392612,0.985949578,1.067711248,0.991671567,1.036671441,0.991372018,1.078873575,0.991671567,1.036671441,1.010750516,0.963838048,0.994805047
Ireland,Bangladesh,India,2143,3.689973638,0.098320699,0.985949578,1.067711248,0.991671567,1.036671441,0.991372018,1.078873575,0.991671567,1.036671441,1.010750516,0.963838048,0.994805047
Ireland,Bangladesh,England,2147,65.43512352,1.478307959,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2195,16.24442655,0.519446911,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2207,11.24260503,0.372457945,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2216,15.59938332,0.560956824,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2227,29.28869289,0.966656814,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2247,1.770542765,0.058063155,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2249,3.853769824,0.120561933,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2252,26.42535471,0.806238139,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2272,32.67897402,1.125487205,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2295,3.765749641,0.138747809,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,Sri Lanka,2299,12.51960363,0.342717128,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.028198234,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,Sri Lanka,2308,3.148539636,0.093274377,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.028198234,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,Sri Lanka,2311,0.727534502,0.020730073,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.028198234,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,Pakistan,2312,1.761756773,0.052011173,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.038925315,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,Pakistan,2314,44.86538372,1.206815194,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.038925315,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,England,2347,42.51910386,1.50518532,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2375,1.13692651,0.031697278,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2376,10.4923457,0.312016845,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2384,16.49676144,0.466658464,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2396,42.33764711,1.459026308,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,Ireland,2432,1.897587297,0.054072253,0.985949578,1.067711248,0.991671567,1.036671441,1,1,0.991671567,1.036671441,1.010750516,0.963838048,1.003462906
Ireland,Bangladesh,Ireland,2434,28.05025478,1.076942082,0.985949578,1.067711248,0.991671567,1.036671441,1,1,0.991671567,1.036671441,1.010750516,0.963838048,1.003462906
Ireland,Bangladesh,Ireland,2457,15.96620303,0.598604689,0.985949578,1.067711248,0.991671567,1.036671441,1,1,0.991671567,1.036671441,1.010750516,0.963838048,1.003462906
Ireland,Bangladesh,England,2471,17.49299281,0.738019355,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2483,8.944635619,0.298159025,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2490,5.972982374,0.27531747,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2495,26.67794539,0.823446194,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2514,47.95397683,1.683293583,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,Ireland,2550,28.51428713,0.833521628,0.985949578,1.067711248,0.991671567,1.036671441,1,1,0.991671567,1.036671441,1.010750516,0.963838048,1.003462906
Ireland,Bangladesh,Ireland,2569,44.18641662,1.29797308,0.985949578,1.067711248,0.991671567,1.036671441,1,1,0.991671567,1.036671441,1.010750516,0.963838048,1.003462906
Ireland,Bangladesh,Ireland,2598,123.0253169,3.807230332,0.985949578,1.067711248,0.991671567,1.036671441,1,1,0.991671567,1.036671441,1.010750516,0.963838048,1.003462906
Ireland,Bangladesh,Ireland,2673,49.78053437,1.615991806,0.985949578,1.067711248,0.991671567,1.036671441,1,1,0.991671567,1.036671441,1.010750516,0.963838048,1.003462906
Ireland,Bangladesh,Ireland,2706,17.85073269,0.551249437,0.985949578,1.067711248,0.991671567,1.036671441,1,1,0.991671567,1.036671441,1.010750516,0.963838048,1.003462906
Ireland,Bangladesh,United Arab Emirates,2719,53.48943266,1.926197473,0.985949578,1.067711248,0.991671567,1.036671441,0.993414932,1.03372639,0.991671567,1.036671441,1.010750516,0.963838048,0.996855035
Ireland,Bangladesh,United Arab Emirates,2758,7.223466621,0.207242196,0.985949578,1.067711248,0.991671567,1.036671441,0.993414932,1.03372639,0.991671567,1.036671441,1.010750516,0.963838048,0.996855035
Ireland,Bangladesh,United Arab Emirates,2765,30.36208605,0.9072903,0.985949578,1.067711248,0.991671567,1.036671441,0.993414932,1.03372639,0.991671567,1.036671441,1.010750516,0.963838048,0.996855035
Ireland,Bangladesh,United States of America,2789,20.67331338,0.653606879,0.985949578,1.067711248,0.991671567,1.036671441,0.99327624,1.080531375,0.991671567,1.036671441,1.010750516,0.963838048,0.996715862
Ireland,Bangladesh,United States of America,2804,5.538822585,0.163345758,0.985949578,1.067711248,0.991671567,1.036671441,0.99327624,1.080531375,0.991671567,1.036671441,1.010750516,0.963838048,0.996715862
Ireland,Bangladesh,Pakistan,2809,34.71741512,0.767996824,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.038925315,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,Pakistan,2834,13.32871567,0.390697824,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.038925315,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,Pakistan,2844,41.00271459,0.973709645,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.038925315,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,Pakistan,2872,12.38672152,0.364729161,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.038925315,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,Pakistan,2882,43.77573149,1.071991769,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.038925315,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,Oman,2912,4.321285181,0.120949781,0.985949578,1.067711248,0.991671567,1.036671441,0.990152015,1.043469551,0.991671567,1.036671441,1.010750516,0.963838048,0.993580818
Ireland,Bangladesh,Pakistan,2916,12.3655417,0.44006906,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.038925315,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,England,2926,28.46093011,0.668260204,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2943,18.03510524,0.587524797,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2954,25.70474988,0.952183368,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2973,8.821440874,0.351678445,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2980,0.934883127,0.030523176,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2981,0.904925455,0.023595255,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2982,2.892914951,0.121962894,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2985,6.235286195,0.218332634,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,2990,8.783844191,0.283276666,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,Ireland,2997,4.966936889,0.166389558,0.985949578,1.067711248,0.991671567,1.036671441,1,1,0.991671567,1.036671441,1.010750516,0.963838048,1.003462906
Ireland,Bangladesh,Ireland,3002,25.32348934,0.906093785,0.985949578,1.067711248,0.991671567,1.036671441,1,1,0.991671567,1.036671441,1.010750516,0.963838048,1.003462906
Ireland,Bangladesh,England,3020,71.78050235,1.79632169,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,3061,16.9323702,0.431466229,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,3074,3.153290476,0.133126377,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,Ireland,3077,18.99175674,0.768004828,0.985949578,1.067711248,0.991671567,1.036671441,1,1,0.991671567,1.036671441,1.010750516,0.963838048,1.003462906
Ireland,Bangladesh,Ireland,3093,16.16650619,0.766116215,0.985949578,1.067711248,0.991671567,1.036671441,1,1,0.991671567,1.036671441,1.010750516,0.963838048,1.003462906
Ireland,Bangladesh,Ireland,3108,37.38462869,1.367568982,0.985949578,1.067711248,0.991671567,1.036671441,1,1,0.991671567,1.036671441,1.010750516,0.963838048,1.003462906
Ireland,Bangladesh,England,3137,16.10648357,0.466125875,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,3148,24.86190856,0.709673368,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,Ireland,3164,38.94281549,1.504305693,0.985949578,1.067711248,0.991671567,1.036671441,1,1,0.991671567,1.036671441,1.010750516,0.963838048,1.003462906
Ireland,Bangladesh,Ireland,3193,12.27828461,0.535039403,0.985949578,1.067711248,0.991671567,1.036671441,1,1,0.991671567,1.036671441,1.010750516,0.963838048,1.003462906
Ireland,Bangladesh,Ireland,3205,1.643404178,0.074505878,0.985949578,1.067711248,0.991671567,1.036671441,1,1,0.991671567,1.036671441,1.010750516,0.963838048,1.003462906
Ireland,Bangladesh,Ireland,3207,10.48621541,0.38272699,0.985949578,1.067711248,0.991671567,1.036671441,1,1,0.991671567,1.036671441,1.010750516,0.963838048,1.003462906
Ireland,Bangladesh,England,3216,64.72272576,2.646682318,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,3258,6.164151017,0.21162068,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,3263,6.874124367,0.253841263,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,West Indies,3268,3.087947387,0.114434391,0.985949578,1.067711248,0.991671567,1.036671441,0.984781177,1.073124537,0.991671567,1.036671441,1.010750516,0.963838048,0.988191382
Ireland,Bangladesh,West Indies,3272,5.099407568,0.191575041,0.985949578,1.067711248,0.991671567,1.036671441,0.984781177,1.073124537,0.991671567,1.036671441,1.010750516,0.963838048,0.988191382
Ireland,Bangladesh,West Indies,3277,2.583333907,0.108588495,0.985949578,1.067711248,0.991671567,1.036671441,0.984781177,1.073124537,0.991671567,1.036671441,1.010750516,0.963838048,0.988191382
Ireland,Bangladesh,West Indies,3280,3.376138396,0.137530053,0.985949578,1.067711248,0.991671567,1.036671441,0.984781177,1.073124537,0.991671567,1.036671441,1.010750516,0.963838048,0.988191382
Ireland,Bangladesh,Australia,3283,2.200628074,0.083185253,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.033064113,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,Australia,3285,14.12846013,0.47858832,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.033064113,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,Australia,3295,69.72837883,2.791058251,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.033064113,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,Australia,3343,34.41508024,0.858637425,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.033064113,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,Australia,3368,8.29037449,0.317111326,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.033064113,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,Australia,3375,36.6907305,1.248545081,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.033064113,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,United Arab Emirates,3402,49.30315951,1.567909935,0.985949578,1.067711248,0.991671567,1.036671441,0.993414932,1.03372639,0.991671567,1.036671441,1.010750516,0.963838048,0.996855035
Ireland,Bangladesh,United Arab Emirates,3440,21.14067401,0.693366723,0.985949578,1.067711248,0.991671567,1.036671441,0.993414932,1.03372639,0.991671567,1.036671441,1.010750516,0.963838048,0.996855035
Ireland,Bangladesh,United Arab Emirates,3460,68.81715609,2.154724877,0.985949578,1.067711248,0.991671567,1.036671441,0.993414932,1.03372639,0.991671567,1.036671441,1.010750516,0.963838048,0.996855035
Ireland,Bangladesh,United Arab Emirates,3510,7.002801903,0.204552613,0.985949578,1.067711248,0.991671567,1.036671441,0.993414932,1.03372639,0.991671567,1.036671441,1.010750516,0.963838048,0.996855035
Ireland,Bangladesh,United Arab Emirates,3517,1.704888712,0.064643008,0.985949578,1.067711248,0.991671567,1.036671441,0.993414932,1.03372639,0.991671567,1.036671441,1.010750516,0.963838048,0.996855035
Ireland,Bangladesh,United Arab Emirates,3519,45.98071961,1.276702793,0.985949578,1.067711248,0.991671567,1.036671441,0.993414932,1.03372639,0.991671567,1.036671441,1.010750516,0.963838048,0.996855035
Ireland,Bangladesh,South Africa,3555,14.54785887,0.678258849,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.082698958,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,Pakistan,3569,9.400787694,0.284309964,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.038925315,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,Pakistan,3576,5.627644532,0.206607444,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.038925315,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,Bangladesh,3581,8.515730984,0.242710446,0.985949578,1.067711248,0.991671567,1.036671441,0.985949578,1.067711248,0.991671567,1.036671441,1.010750516,0.963838048,0.989363828
Ireland,Bangladesh,Bangladesh,3589,0.866140521,0.023492087,0.985949578,1.067711248,0.991671567,1.036671441,0.985949578,1.067711248,0.991671567,1.036671441,1.010750516,0.963838048,0.989363828
Ireland,Bangladesh,Bangladesh,3590,63.57404833,1.618918431,0.985949578,1.067711248,0.991671567,1.036671441,0.985949578,1.067711248,0.991671567,1.036671441,1.010750516,0.963838048,0.989363828
Ireland,Bangladesh,England,3631,17.74144158,0.515191145,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,England,3643,7.782176885,0.266905301,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,Scotland,3650,12.47700779,0.259034507,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.032008457,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,Ireland,3660,12.70522687,0.479648726,0.985949578,1.067711248,0.991671567,1.036671441,1,1,0.991671567,1.036671441,1.010750516,0.963838048,1.003462906
Ireland,Bangladesh,Ireland,3671,5.416253747,0.228388881,0.985949578,1.067711248,0.991671567,1.036671441,1,1,0.991671567,1.036671441,1.010750516,0.963838048,1.003462906
Ireland,Bangladesh,England,3675,5.231312409,0.173553655,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,Zimbabwe,3680,15.25401133,0.449616486,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.067401415,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,Zimbabwe,3690,12.8877652,0.358811848,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.067401415,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,Zimbabwe,3700,4.090545857,0.105267978,0.985949578,1.067711248,0.991671567,1.036671441,0.9975,1.067401415,0.991671567,1.036671441,1.010750516,0.963838048,1.000954249
Ireland,Bangladesh,United Arab Emirates,3704,34.39169294,1.368507198,0.985949578,1.067711248,0.991671567,1.036671441,0.993414932,1.03372639,0.991671567,1.036671441,1.010750516,0.963838048,0.996855035
Ireland,Bangladesh,United Arab Emirates,3731,20.5669244,0.782961454,0.985949578,1.067711248,0.991671567,1.036671441,0.993414932,1.03372639,0.991671567,1.036671441,1.010750516,0.963838048,0.996855035
Ireland,Bangladesh,United Arab Emirates,3746,6.207705617,0.286237854,0.985949578,1.067711248,0.991671567,1.036671441,0.993414932,1.03372639,0.991671567,1.036671441,1.010750516,0.963838048,0.996855035
Ireland,Bangladesh,Ireland,3753,5.815899417,0.182108961,0.985949578,1.067711248,0.991671567,1.036671441,1,1,0.991671567,1.036671441,1.010750516,0.963838048,1.003462906
Ireland,Bangladesh,Ireland,3758,9.230001346,0.328194936,0.985949578,1.067711248,0.991671567,1.036671441,1,1,0.991671567,1.036671441,1.010750516,0.963838048,1.003462906
Ireland,Bangladesh,Netherlands,3765,11.29329806,0.281632537,0.985949578,1.067711248,0.991671567,1.036671441,0.989782228,1.014729128,0.991671567,1.036671441,1.010750516,0.963838048,0.993209751
Ireland,Bangladesh,Netherlands,3773,34.12914268,0.879132553,0.985949578,1.067711248,0.991671567,1.036671441,0.989782228,1.014729128,0.991671567,1.036671441,1.010750516,0.963838048,0.993209751
Ireland,Bangladesh,Netherlands,3794,36.26059232,1.028501561,0.985949578,1.067711248,0.991671567,1.036671441,0.989782228,1.014729128,0.991671567,1.036671441,1.010750516,0.963838048,0.993209751
Ireland,Bangladesh,United States of America,3821,5.004673726,0.32629754,0.985949578,1.067711248,0.991671567,1.036671441,0.99327624,1.080531375,0.991671567,1.036671441,1.010750516,0.963838048,0.996715862
Ireland,Bangladesh,United States of America,3827,1.532893089,0.043138806,0.985949578,1.067711248,0.991671567,1.036671441,0.99327624,1.080531375,0.991671567,1.036671441,1.010750516,0.963838048,0.996715862
Ireland,Bangladesh,England,3829,5.565807156,0.168721585,0.985949578,1.067711248,0.991671567,1.036671441,0.9900473,1.045744084,0.991671567,1.036671441,1.010750516,0.963838048,0.993475741
Ireland,Bangladesh,United Arab Emirates,3833,4.030394038,0.14020873,0.985949578,1.067711248,0.991671567,1.036671441,0.993414932,1.03372639,0.991671567,1.036671441,1.010750516,0.963838048,0.996855035
Ireland,Bangladesh,United Arab Emirates,3837,47.95945478,1.884666336,0.985949578,1.067711248,0.991671567,1.036671441,0.993414932,1.03372639,0.991671567,1.036671441,1.010750516,0.963838048,0.996855035
Ireland,Bangladesh,Bangladesh,3868,5.780957014,0.168544604,0.985949578,1.067711248,0.991671567,1.036671441,0.985949578,1.067711248,0.991671567,1.036671441,1.010750516,0.963838048,0.989363828
Ireland,Bangladesh,Bangladesh,3873,22.98281244,0.625673256,0.985949578,1.067711248,0.991671567,1.036671441,0.985949578,1.067711248,0.991671567,1.036671441,1.010750516,0.963838048,0.989363828
Ireland,Bangladesh,Bangladesh,3889,0.944384188,0.027919583,0.985949578,1.067711248,0.991671567,1.036671441,0.985949578,1.067711248,0.991671567,1.036671441,1.010750516,0.963838048,0.989363828